GO:id	description	Ontology	GeneRatio	BackgroundRatio	Pvalue	Adjusted_Pvalue	Qvalue	Hits	GeneIds
GO:0031397	negative regulation of protein ubiquitination	BP	15/617	147/16655	0.000369782890470207	0.00308032594321482	0.00206830271513325	15	TNFAIP3/DNAJA1/PSMB9/PSMB10/PSMB8/PSME2/CAV1/PSME1/PARP10/ARRB1/SMAD7/PSMA3/PML/ISG15/PSEN1
GO:0045787	positive regulation of cell cycle	BP	26/617	338/16655	0.000370850606918531	0.00308032594321482	0.00206830271513325	26	MSX1/STAT5A/IL1A/PSMB9/TRIM21/PSMB10/FOSL1/SSTR5/PSMB8/PSME2/PROX1/NKX3-1/SPHK1/NR4A3/TP53/RGCC/PSME1/WNT5A/PBX1/PSMA3/PML/TP63/PDGFB/RBM38/HES1/IL1B
GO:0045444	fat cell differentiation	BP	18/617	196/16655	0.000371812787946078	0.00308032594321482	0.00206830271513325	18	ZC3H12A/SMAD3/LAMB3/RUNX1T1/NOCT/LRG1/PSMB8/MEDAG/NR4A3/TRIB2/BMP2/TMEM120A/WNT5A/ALOXE3/XBP1/GDF6/HES1/SMAD6
GO:0090257	regulation of muscle system process	BP	18/617	196/16655	0.000371812787946078	0.00308032594321482	0.00206830271513325	18	ZC3H12A/PTAFR/SLC8A3/GUCY1A3/LMCD1/SPHK1/CAV1/ECE1/DAPK3/PDE5A/RNF207/NR4A3/SMAD7/DMD/NOS3/ADORA2B/JUP/FBXO32
GO:0051169	nuclear transport	BP	31/617	433/16655	0.000372619736317948	0.00308108603465973	0.00206881308294115	31	NFKBIA/NFKBIE/RANGAP1/DDX58/IL18R1/PRICKLE1/ZC3H12A/JAK3/C8orf4/CYLD/LGALS9/TLR3/NFKBIB/SMAD3/BCL3/BAMBI/PRKCD/SPHK1/CREB3/TP53/PARP10/TLR2/GCKR/PML/MDFI/XBP1/HES1/JUP/IER3/SHH/IL1B
GO:0007517	muscle organ development	BP	27/617	357/16655	0.000376414598345084	0.00310650208749161	0.00208587883898425	27	NR2F2/CXCL10/MSX1/TGFBR2/PRICKLE1/MAFF/ATF3/CXADR/SMAD3/MSC/HDAC9/PROX1/CAV1/BMP2/ACHE/WNT5A/TBX1/SMAD7/DMD/HLX/KCNK2/XBP1/S1PR1/ID3/SHH/EFNB2/ETV1
GO:0071559	response to transforming growth factor beta	BP	21/617	248/16655	0.000380568006535353	0.00313477432534283	0.00210486239701953	21	CCL2/SDCBP/ZYX/TGFBR2/JUNB/SMAD3/LRG1/BAMBI/CAV1/POSTN/TP53/WNT5A/CLDN5/SMAD7/F11R/TGIF2/PML/CDKN2B/PDGFB/ZNF703/SMAD6
GO:0019915	lipid storage	BP	9/617	61/16655	0.000384310523407982	0.00315956056267478	0.00212150525979336	9	NFKBIA/STAT5A/ZC3H12A/NFKB1/ABCG1/CAV1/PTPN2/EHD1/IL1B
GO:2000134	negative regulation of G1/S transition of mitotic cell cycle	BP	12/617	102/16655	0.000386753899930671	0.00317321286979573	0.00213067218056949	12	PSMB9/PSMB10/PSMB8/PSME2/TP53/PSME1/PSMA3/PML/TP63/CDKN2B/RBM38/SLFN11
GO:0019884	antigen processing and presentation of exogenous antigen	BP	17/617	180/16655	0.000387444282616656	0.00317321286979573	0.00213067218056949	17	B2M/HLA-B/HLA-E/TAP1/CTSS/PSMB9/HLA-F/TAPBP/NCF4/PSMB10/PSMB8/PSME2/HLA-A/CD74/PSME1/PSMA3/HLA-C
GO:0051767	nitric-oxide synthase biosynthetic process	BP	5/617	18/16655	0.0003936249857922	0.0031995027147034	0.00214832464936836	5	CCL2/CCL20/MAP2K6/NOD2/TLR2
GO:0051769	regulation of nitric-oxide synthase biosynthetic process	BP	5/617	18/16655	0.0003936249857922	0.0031995027147034	0.00214832464936836	5	CCL2/CCL20/MAP2K6/NOD2/TLR2
GO:0060037	pharyngeal system development	BP	5/617	18/16655	0.0003936249857922	0.0031995027147034	0.00214832464936836	5	NKX3-1/ECE1/TBX1/PTCH1/HES1
GO:0090090	negative regulation of canonical Wnt signaling pathway	BP	16/617	164/16655	0.000396895208084628	0.00322000858084478	0.00216209343208754	16	CTHRC1/PRICKLE1/PSMB9/CYLD/PSMB10/PSMB8/PSME2/CAV1/BMP2/PSME1/WNT5A/IGFBP1/FZD6/PSMA3/NKD2/SHH
GO:0001763	morphogenesis of a branching structure	BP	19/617	215/16655	0.00041979176715247	0.00339936641521211	0.00228252428993864	19	CSF1/SEMA3C/TGFBR2/RSPO3/FOXF1/PROX1/NRP1/NKX3-1/BMP2/WNT5A/PTCH1/PBX1/LGR4/PML/TP63/CXCL12/B4GALT1/SHH/IL1B
GO:0008630	intrinsic apoptotic signaling pathway in response to DNA damage	BP	12/617	103/16655	0.000423330122036601	0.00342158755297125	0.00229744480173117	12	ACKR3/PMAIP1/BCL3/CD74/BOK/TP53/BCL2A1/DDIT4/PML/TP63/CXCL12/IER3
GO:0021915	neural tube development	BP	16/617	165/16655	0.000424814097612608	0.0034271519335489	0.00230118103733382	16	CTHRC1/SDC4/SEMA3C/PRICKLE1/TCF7/PROX1/WNT5A/PTCH1/FZD6/FAM212A/PSEN2/HES1/LMO4/PSEN1/PRKACB/SHH
GO:0033077	T cell differentiation in thymus	BP	10/617	75/16655	0.000428261898294422	0.00343652348658388	0.00230747362095795	10	B2M/STAT5A/IL7R/VNN1/CD74/PTPN2/TP53/MPZL2/SHH/IL1B
GO:0071594	thymocyte aggregation	BP	10/617	75/16655	0.000428261898294422	0.00343652348658388	0.00230747362095795	10	B2M/STAT5A/IL7R/VNN1/CD74/PTPN2/TP53/MPZL2/SHH/IL1B
GO:0010799	regulation of peptidyl-threonine phosphorylation	BP	7/617	38/16655	0.000429166582122128	0.00343652348658388	0.00230747362095795	7	RIPK2/CAB39/SPHK1/WNT5A/SMAD7/TRIM6/DDIT4
GO:0043299	leukocyte degranulation	BP	9/617	62/16655	0.000435053704215754	0.00347720103480792	0.00233478679657239	9	F2RL1/PTAFR/PIK3CD/LGALS9/NR4A3/LYN/ABR/ADORA2B/IL4R
GO:0032874	positive regulation of stress-activated MAPK cascade	BP	14/617	134/16655	0.000451786644739721	0.0035909536264552	0.0024111666338022	14	F2RL1/SDCBP/RIPK2/IL1A/ZC3H12A/TLR3/NOD2/TRAF2/BMP2/WNT5A/MDFI/ARL6IP5/GDF6/IL1B
GO:0034614	cellular response to reactive oxygen species	BP	14/617	134/16655	0.000451786644739721	0.0035909536264552	0.0024111666338022	14	TNFAIP3/RHOB/SOD2/TRAF2/PRKCD/F3/SPHK1/GCH1/NR4A3/KLF2/IL18BP/STAT6/NOS3/ADPRHL2
GO:0050691	regulation of defense response to virus by host	BP	14/617	134/16655	0.000451786644739721	0.0035909536264552	0.0024111666338022	14	TNFAIP3/DDX58/ACKR3/ZC3H12A/IL15/LMCD1/DPF3/CREB3/TRIM6/APOBEC3G/PML/MTSS1/MB21D1/CHST3
GO:0030195	negative regulation of blood coagulation	BP	8/617	50/16655	0.00046000035455792	0.00364279692543294	0.00244597711750225	8	THBD/PLAU/PRKCD/CD34/SERPINB2/PDGFB/NOS3/TSPAN8
GO:1900047	negative regulation of hemostasis	BP	8/617	50/16655	0.00046000035455792	0.00364279692543294	0.00244597711750225	8	THBD/PLAU/PRKCD/CD34/SERPINB2/PDGFB/NOS3/TSPAN8
GO:0002507	tolerance induction	BP	6/617	28/16655	0.000473193301620756	0.0037403976942793	0.00251151171965975	6	TNFAIP3/HLA-B/TGFBR2/LGALS9/IDO1/LYN
GO:0061138	morphogenesis of a branching epithelium	BP	18/617	200/16655	0.000474320913829595	0.00374244413329285	0.00251288581300121	18	CSF1/SEMA3C/TGFBR2/RSPO3/FOXF1/PROX1/NRP1/NKX3-1/BMP2/WNT5A/PTCH1/PBX1/LGR4/PML/TP63/CXCL12/B4GALT1/SHH
GO:0031571	mitotic G1 DNA damage checkpoint	BP	10/617	76/16655	0.000477101724390253	0.00375750316028009	0.0025229972839881	10	PSMB9/PSMB10/PSMB8/PSME2/TP53/PSME1/PSMA3/PML/TP63/RBM38
GO:0061045	negative regulation of wound healing	BP	9/617	63/16655	0.000491179607601116	0.00386131706121461	0.00259270372971161	9	THBD/SMAD3/PLAU/PRKCD/CD34/SERPINB2/PDGFB/NOS3/TSPAN8
GO:1902237	positive regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway	BP	4/617	11/16655	0.000499874990919539	0.00390827851339632	0.00262423626907421	4	PMAIP1/BBC3/PTPN2/NCK1
GO:1902807	negative regulation of cell cycle G1/S phase transition	BP	12/617	105/16655	0.000505289258695744	0.00394345312764722	0.00264785446776489	12	PSMB9/PSMB10/PSMB8/PSME2/TP53/PSME1/PSMA3/PML/TP63/CDKN2B/RBM38/SLFN11
GO:2000514	regulation of CD4-positive, alpha-beta T cell activation	BP	7/617	39/16655	0.000506548889798079	0.00394613493173621	0.00264965518067026	7	CD83/RIPK2/TNFSF18/JAK3/LGALS9/HLX/IL4R
GO:0050852	T cell receptor signaling pathway	BP	16/617	168/16655	0.00051893420789649	0.00402805147318573	0.00270465851740077	16	NFKBIA/RIPK2/GBP1/PSMB9/NFKB1/PIK3CD/PSMB10/PSMB8/PSME2/PTPN2/BTN3A1/PSME1/NCK1/PSMA3/PSEN2/PSEN1
GO:0031331	positive regulation of cellular catabolic process	BP	25/617	327/16655	0.000522590829207776	0.00404913901479694	0.00271881786948688	25	TNFAIP3/SQSTM1/PLK2/PRICKLE1/ZC3H12A/PSMB9/TRIM21/PSMB10/PSMB8/PSME2/TRIM22/PRKCD/CAV1/TRIB2/PSME1/SMAD7/RNF152/PSMA3/NKD2/RNF19B/XBP1/RAB12/RNF144A/PSEN1/IL1B
GO:0010332	response to gamma radiation	BP	8/617	51/16655	0.000528152397836704	0.00407026928422276	0.00273300591141185	8	CCL2/CXCL10/CCL7/CAV1/TP53/PML/TP63/IL1B
GO:0032370	positive regulation of lipid transport	BP	8/617	51/16655	0.000528152397836704	0.00407026928422276	0.00273300591141185	8	NFKBIA/MAP2K6/ABCG1/PRKCD/NKX3-1/PTCH1/PLTP/IL1B
GO:0048247	lymphocyte chemotaxis	BP	8/617	51/16655	0.000528152397836704	0.00407026928422276	0.00273300591141185	8	CCL2/CXCL11/CX3CL1/CCL20/CXCL10/PIK3CD/CCL7/WNT5A
GO:0044783	G1 DNA damage checkpoint	BP	10/617	77/16655	0.000530473772451953	0.00407043394424174	0.00273311647333634	10	PSMB9/PSMB10/PSMB8/PSME2/TP53/PSME1/PSMA3/PML/TP63/RBM38
GO:0044819	mitotic G1/S transition checkpoint	BP	10/617	77/16655	0.000530473772451953	0.00407043394424174	0.00273311647333634	10	PSMB9/PSMB10/PSMB8/PSME2/TP53/PSME1/PSMA3/PML/TP63/RBM38
GO:0001701	in utero embryonic development	BP	27/617	365/16655	0.000531008327916402	0.00407043394424174	0.00273311647333634	27	VCAM1/NR2F2/CYR61/MSX1/APBA1/TGFBR2/JUNB/MAFF/SMAD3/CSF2/FOSL1/RSPO3/FOXF1/APBA3/BMP2/TP53/KLF2/PTCH1/PDGFB/MTSS1/MDFI/PTPRR/NOS3/HES1/ZFAND5/HS6ST1/TET1
GO:0042509	regulation of tyrosine phosphorylation of STAT protein	BP	9/617	64/16655	0.0005531134373787	0.00422484519189262	0.00283679680088964	9	TNFSF18/IL15/CSF2/CAV1/PTPN2/LYN/HES1/CD40/ARL2BP
GO:0061035	regulation of cartilage development	BP	9/617	64/16655	0.0005531134373787	0.00422484519189262	0.00283679680088964	9	CYR61/FAM101A/ZNF664-FAM101A/SMAD3/BMP2/WNT5A/PKDCC/GDF6/PTHLH
GO:1903364	positive regulation of cellular protein catabolic process	BP	17/617	186/16655	0.000565861568474069	0.00431456926900228	0.00289704255270934	17	TNFAIP3/PLK2/PRICKLE1/PSMB9/PSMB10/PSMB8/PSME2/CAV1/TRIB2/PSME1/SMAD7/PSMA3/NKD2/RNF19B/XBP1/RNF144A/PSEN1
GO:0030823	regulation of cGMP metabolic process	BP	6/617	29/16655	0.000578144015222475	0.00439267093047341	0.00294948436615866	6	GUCY1A3/PDE5A/WNT5A/NOS3/ADORA2B/GUCY1A2
GO:2001267	regulation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway	BP	6/617	29/16655	0.000578144015222475	0.00439267093047341	0.00294948436615866	6	TNFSF10/LGALS9/TLR3/SMAD3/TRAF2/TICAM1
GO:0031343	positive regulation of cell killing	BP	7/617	40/16655	0.000594643365093506	0.00451007679018103	0.00302831721141022	7	CCL2/F2RL1/B2M/HLA-B/HLA-E/STAT5A/HLA-A
GO:0009896	positive regulation of catabolic process	BP	28/617	387/16655	0.000598259628989853	0.00452952984479488	0.00304137907772476	28	TNFAIP3/SQSTM1/PLK2/PRICKLE1/ZC3H12A/PSMB9/TRIM21/PSMB10/PSMB8/PSME2/TRIM22/PRKCD/CAV1/TRIB2/PSME1/WNT5A/SMAD7/RNF152/PSMA3/NKD2/RNF19B/XBP1/RAB12/RNF144A/PSEN1/MYLIP/IER3/IL1B
GO:0048863	stem cell differentiation	BP	22/617	275/16655	0.000607578162372737	0.00459091174371658	0.00308259430966456	22	SDCBP/MSX1/SEMA3C/TGFBR2/PRICKLE1/SMAD3/EFNB1/EFNA1/BAMBI/NRP1/BMP2/SEMA4B/RGCC/WNT5A/TBX1/SMAD7/TRIM6/TP63/HAS2/HES1/ZNF703/SHH
GO:0046683	response to organophosphorus	BP	14/617	138/16655	0.000608498283579891	0.00459091174371658	0.00308259430966456	14	CCL2/JUNB/PTAFR/THBD/SLC8A3/PANX1/TRIM16/FOSL1/PLA2G5/SPHK1/BIRC2/CASP1/MMP19/IL1B
GO:1903052	positive regulation of proteolysis involved in cellular protein catabolic process	BP	16/617	171/16655	0.0006303976336074	0.00474781993982636	0.00318795122773856	16	PLK2/PRICKLE1/PSMB9/PSMB10/PSMB8/PSME2/CAV1/TRIB2/PSME1/SMAD7/PSMA3/NKD2/RNF19B/XBP1/RNF144A/PSEN1
GO:0002377	immunoglobulin production	BP	11/617	93/16655	0.000639494306810494	0.00479954960581814	0.00322268541191131	11	HLA-E/POU2F2/IL7R/NOD2/TNFRSF4/TRAF2/APLF/STAT6/IL4R/XBP1/CD40
GO:0045185	maintenance of protein location	BP	11/617	93/16655	0.000639494306810494	0.00479954960581814	0.00322268541191131	11	NFKBIA/NFKBIE/NFKBIB/BCL3/CAV1/CREB3/PML/MDFI/HK2/JUP/ARL2BP
GO:0001837	epithelial to mesenchymal transition	BP	12/617	108/16655	0.000653016356574224	0.0048925121115161	0.00328510562538392	12	SDCBP/MSX1/TGFBR2/SMAD3/EFNA1/BAMBI/BMP2/RGCC/WNT5A/SMAD7/HAS2/ZNF703
GO:0010874	regulation of cholesterol efflux	BP	5/617	20/16655	0.000669815203446991	0.00496654715395807	0.00333481688390675	5	NFKBIA/ABCG1/PTCH1/PLTP/SHH
GO:0050901	leukocyte tethering or rolling	BP	5/617	20/16655	0.000669815203446991	0.00496654715395807	0.00333481688390675	5	VCAM1/SELE/PTAFR/GCNT1/CXCL12
GO:0055026	negative regulation of cardiac muscle tissue development	BP	5/617	20/16655	0.000669815203446991	0.00496654715395807	0.00333481688390675	5	TGFBR2/PRICKLE1/CXADR/BMP2/KCNK2
GO:0061756	leukocyte adhesion to vascular endothelial cell	BP	5/617	20/16655	0.000669815203446991	0.00496654715395807	0.00333481688390675	5	VCAM1/SELE/PTAFR/GCNT1/CXCL12
GO:0071498	cellular response to fluid shear stress	BP	5/617	20/16655	0.000669815203446991	0.00496654715395807	0.00333481688390675	5	PLAU/KLF2/MTSS1/HAS2/XBP1
GO:0045732	positive regulation of protein catabolic process	BP	21/617	259/16655	0.000673880916063527	0.00498810822405786	0.00334929418944217	21	TNFAIP3/PLK2/PRICKLE1/PSMB9/PSMB10/PSMB8/PSME2/CAV1/TRIB2/PSME1/WNT5A/SMAD7/PSMA3/NKD2/RNF19B/XBP1/RNF144A/PSEN1/MYLIP/IER3/IL1B
GO:0048538	thymus development	BP	8/617	53/16655	0.000688958403034227	0.00509096535209511	0.00341835820445618	8	PSMB9/TBX1/PBX1/PSEN2/HES1/LMO4/PSEN1/SHH
GO:0014911	positive regulation of smooth muscle cell migration	BP	6/617	30/16655	0.000700299035150133	0.00514827345294671	0.00345683806106083	6	PLAU/F3/NRP1/POSTN/PDGFB/HAS2
GO:0061036	positive regulation of cartilage development	BP	6/617	30/16655	0.000700299035150133	0.00514827345294671	0.00345683806106083	6	CYR61/SMAD3/BMP2/WNT5A/PKDCC/GDF6
GO:0032436	positive regulation of proteasomal ubiquitin-dependent protein catabolic process	BP	10/617	80/16655	0.000721043695305813	0.00526154952859738	0.00353289793886175	10	PLK2/PRICKLE1/CAV1/TRIB2/SMAD7/NKD2/RNF19B/XBP1/RNF144A/PSEN1
GO:0045019	negative regulation of nitric oxide biosynthetic process	BP	4/617	12/16655	0.000727920965423407	0.00526154952859738	0.00353289793886175	4	ZC3H12A/PTGIS/CD34/CAV1
GO:0045073	regulation of chemokine biosynthetic process	BP	4/617	12/16655	0.000727920965423407	0.00526154952859738	0.00353289793886175	4	TLR3/TICAM1/WNT5A/IL1B
GO:0048711	positive regulation of astrocyte differentiation	BP	4/617	12/16655	0.000727920965423407	0.00526154952859738	0.00353289793886175	4	BMP2/HES1/IL1B/BIN1
GO:0071360	cellular response to exogenous dsRNA	BP	4/617	12/16655	0.000727920965423407	0.00526154952859738	0.00353289793886175	4	TLR3/CAV1/COLEC12/MB21D1
GO:1900119	positive regulation of execution phase of apoptosis	BP	4/617	12/16655	0.000727920965423407	0.00526154952859738	0.00353289793886175	4	ZC3H12A/PTGIS/BOK/TP53
GO:1904406	negative regulation of nitric oxide metabolic process	BP	4/617	12/16655	0.000727920965423407	0.00526154952859738	0.00353289793886175	4	ZC3H12A/PTGIS/CD34/CAV1
GO:2000400	positive regulation of thymocyte aggregation	BP	4/617	12/16655	0.000727920965423407	0.00526154952859738	0.00353289793886175	4	IL7R/VNN1/SHH/IL1B
GO:0051099	positive regulation of binding	BP	13/617	125/16655	0.000745691784471764	0.0053809718718666	0.00361308476369286	13	PLK2/B2M/CTHRC1/TNFSF18/TRAF2/BAMBI/TICAM1/NRP1/CAV1/BMP2/ARRB1/TRIM6/HES1
GO:0006979	response to oxidative stress	BP	28/617	393/16655	0.000759532872917945	0.00547168497747576	0.00367399460443322	28	TNFAIP3/RHOB/SOD2/ZC3H12A/NFKB1/OLR1/SESN3/VNN1/TRAF2/FOSL1/PRKCD/F3/NFE2L1/SPHK1/GCH1/NR4A3/TP53/KLF2/IL18BP/PML/STAT6/ARL6IP5/NOS3/GPX4/XBP1/PSEN1/ADPRHL2/IL1B
GO:0072331	signal transduction by p53 class mediator	BP	16/617	174/16655	0.000761719153731038	0.00547827398042289	0.00367841882866689	16	MSX1/PSMB9/PSMB10/PMAIP1/BCL3/PSMB8/PSME2/CD74/BOK/TP53/PSME1/DDIT4/PSMA3/PML/TP63/RBM38
GO:0071496	cellular response to external stimulus	BP	22/617	280/16655	0.000772573608670514	0.00554707851025429	0.00372461802916943	22	ICAM1/NUAK2/ZC3H12A/IL15/IRF1/ATF3/NFKB1/TLR3/PMAIP1/FOSL1/SPHK1/CAV1/POSTN/TP53/RNF152/LYN/CDKN2B/ADORA2B/CASP1/XBP1/CD40/IL1B
GO:0010717	regulation of epithelial to mesenchymal transition	BP	9/617	67/16655	0.000778325328510562	0.00556057299373715	0.00373367897834865	9	SDCBP/TGFBR2/SMAD3/EFNA1/BAMBI/BMP2/RGCC/SMAD7/ZNF703
GO:0072431	signal transduction involved in mitotic G1 DNA damage checkpoint	BP	9/617	67/16655	0.000778325328510562	0.00556057299373715	0.00373367897834865	9	PSMB9/PSMB10/PSMB8/PSME2/TP53/PSME1/PSMA3/PML/RBM38
GO:1902400	intracellular signal transduction involved in G1 DNA damage checkpoint	BP	9/617	67/16655	0.000778325328510562	0.00556057299373715	0.00373367897834865	9	PSMB9/PSMB10/PSMB8/PSME2/TP53/PSME1/PSMA3/PML/RBM38
GO:0010830	regulation of myotube differentiation	BP	8/617	54/16655	0.000782977661080995	0.00558454927804127	0.00374977799346562	8	CXCL10/HDAC9/TBX1/EHD1/CXCL12/RBM38/IL4R/XBP1
GO:0043406	positive regulation of MAP kinase activity	BP	18/617	209/16655	0.000797699019907938	0.0056801444260552	0.00381396590988606	18	RIPK2/IRAK2/MAP2K6/NOD2/EFNA1/TRAF2/MAP2K3/CD74/PDE5A/BMP2/WNT5A/ARRB1/PDGFB/MDFI/ADORA2B/PSEN1/CD40/IL1B
GO:0032924	activin receptor signaling pathway	BP	7/617	42/16655	0.000807135118232612	0.00572839882923574	0.00384636660869369	7	SMAD3/FSTL3/SMAD7/TGIF2/GDF6/SHH/FST
GO:0071359	cellular response to dsRNA	BP	7/617	42/16655	0.000807135118232612	0.00572839882923574	0.00384636660869369	7	ZC3H12A/NFKB1/TLR3/SMAD3/CAV1/COLEC12/MB21D1
GO:1903531	negative regulation of secretion by cell	BP	16/617	175/16655	0.000810376856579573	0.00574194654300131	0.00385546329965489	16	F2RL1/CX3CL1/TNFRSF9/GBP1/ZC3H12A/LGALS9/RHBDF2/TNFRSF4/CD34/RSAD2/RGCC/LGR4/PML/ABR/BTN2A2/IL1B
GO:0060627	regulation of vesicle-mediated transport	BP	28/617	395/16655	0.000821155123840443	0.00580876235386639	0.00390032716327636	28	CCL2/F2RL1/SELE/SDCBP/PTX3/B2M/SDC4/PTAFR/LGALS9/NOD2/CD47/NRP1/CAV1/EHD4/RAPGEF4/WNT5A/MERTK/ARRB1/LYN/PKDCC/EHD1/ABR/ADORA2B/IL4R/PLD1/B4GALT1/IL1B/BIN1
GO:0060485	mesenchyme development	BP	20/617	245/16655	0.000823968618436134	0.00581910952167683	0.00390727482909835	20	SDCBP/MSX1/SEMA3C/TGFBR2/SMAD3/EFNB1/EFNA1/FOXF1/BAMBI/NRP1/BMP2/SEMA4B/RGCC/WNT5A/TBX1/SMAD7/HAS2/HES1/ZNF703/SHH
GO:0002639	positive regulation of immunoglobulin production	BP	6/617	31/16655	0.000841497747146875	0.00590418940506309	0.0039644022101142	6	HLA-E/TNFRSF4/STAT6/IL4R/XBP1/CD40
GO:0006929	substrate-dependent cell migration	BP	6/617	31/16655	0.000841497747146875	0.00590418940506309	0.0039644022101142	6	SDCBP/NRP1/NCK1/VEGFC/NTN1/FMNL1
GO:0060674	placenta blood vessel development	BP	6/617	31/16655	0.000841497747146875	0.00590418940506309	0.0039644022101142	6	NR2F2/CYR61/JUNB/FOSL1/HES1/HS6ST1
GO:1902692	regulation of neuroblast proliferation	BP	6/617	31/16655	0.000841497747146875	0.00590418940506309	0.0039644022101142	6	CX3CL1/KCTD11/BDNF/TP53/VEGFC/SHH
GO:0030825	positive regulation of cGMP metabolic process	BP	5/617	21/16655	0.000852565142590914	0.005943124003692	0.0039905450721169	5	GUCY1A3/WNT5A/NOS3/ADORA2B/GUCY1A2
GO:0032469	endoplasmic reticulum calcium ion homeostasis	BP	5/617	21/16655	0.000852565142590914	0.005943124003692	0.0039905450721169	5	GRINA/BBC3/PML/PSEN2/PSEN1
GO:0043011	myeloid dendritic cell differentiation	BP	5/617	21/16655	0.000852565142590914	0.005943124003692	0.0039905450721169	5	RELB/TGFBR2/UBD/CSF2/PSEN1
GO:0070230	positive regulation of lymphocyte apoptotic process	BP	5/617	21/16655	0.000852565142590914	0.005943124003692	0.0039905450721169	5	LGALS9/BBC3/IDO1/TP53/WNT5A
GO:0010721	negative regulation of cell development	BP	23/617	301/16655	0.000867037028451804	0.00603229751611696	0.00405042114408674	23	PLK2/SEMA3C/KCTD11/GBP1/FAM101A/ZNF664-FAM101A/EFNA1/BDNF/NRP1/ZHX2/CAV1/POSTN/SEMA4B/TP53/WNT5A/SMAD7/PBX1/ADGRG1/NTN1/HES1/PSEN1/SHH/IL1B
GO:0050764	regulation of phagocytosis	BP	9/617	68/16655	0.000868157952644502	0.00603229751611696	0.00405042114408674	9	CCL2/F2RL1/PTX3/NOD2/CD47/MERTK/ABR/PLD1/IL1B
GO:0060840	artery development	BP	10/617	82/16655	0.000876981533567787	0.00608128084507038	0.00408331128433109	10	PRICKLE1/FOXF1/PROX1/NRP1/NKX3-1/TBX1/SMAD7/HES1/SMAD6/SHH
GO:0051962	positive regulation of nervous system development	BP	30/617	436/16655	0.000878030799822139	0.00608128084507038	0.00408331128433109	30	CSF1/CX3CL1/KCTD11/GPRC5B/BDNF/PROX1/NRP1/LRRC4B/SPHK1/LRRN3/BMP2/MMD/WNT5A/TPBG/VEGFC/DMD/LYN/TGIF2/CXCL12/EFNA5/CBLN2/NTN1/GDF6/HES1/AGRN/PSEN1/SHH/IL1B/BIN1/BRINP3
GO:0001501	skeletal system development	BP	33/617	496/16655	0.000881449360538699	0.00609515866003325	0.00409262962365523	33	CYR61/MSX1/TGFBR2/GPR68/FAM101A/ZNF664-FAM101A/SPNS2/SMAD3/CYP26B1/SGPL1/HOXB9/POSTN/BMP2/TNFRSF11B/HAPLN3/WNT5A/TBX1/EXT1/PBX1/WDR48/PKDCC/TP63/HOXD1/MDFI/ARID5A/HAS2/ADAMTS4/GDF6/FLI1/PSEN1/ZFAND5/PTHLH/SHH
GO:0070228	regulation of lymphocyte apoptotic process	BP	8/617	55/16655	0.000887037045651434	0.00612396729593971	0.00411197334927487	8	JAK3/LGALS9/BBC3/CD74/IDO1/TP53/WNT5A/LYN
GO:0010594	regulation of endothelial cell migration	BP	12/617	112/16655	0.000904826795211081	0.00623679013403094	0.0041877288980885	12	NR2F2/RHOB/ZC3H12A/EFNA1/HDAC9/PROX1/NRP1/PRCP/RGCC/WNT5A/VEGFC/PDGFB
GO:0042771	intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator	BP	7/617	43/16655	0.000933741430512219	0.00641556313021792	0.00430776706295237	7	PMAIP1/BCL3/CD74/TP53/DDIT4/PML/TP63
GO:0048536	spleen development	BP	7/617	43/16655	0.000933741430512219	0.00641556313021792	0.00430776706295237	7	NFKB2/PSMB9/SAMD9L/BCL3/SLC40A1/PBX1/CDKN2B
GO:0043583	ear development	BP	18/617	212/16655	0.00094092202391511	0.00645460522137945	0.00433398210143936	18	CTHRC1/MSX1/SDC4/LRIG3/BDNF/PROX1/NRP1/ECE1/NR4A3/BMP2/WNT5A/TBX1/FZD6/KCNK2/ABR/NTN1/HES1/SHH
GO:0048872	homeostasis of number of cells	BP	19/617	230/16655	0.000955941708784126	0.00654721284807951	0.00439616402935115	19	TNFAIP3/CSF1/STAT5A/JAK3/IL7R/PIK3CD/LGALS9/SPNS2/PMAIP1/NFE2L1/CD74/PTPN2/KLF2/SLC40A1/WDR48/LYN/LGR4/ISG15/CHST3
GO:0072413	signal transduction involved in mitotic cell cycle checkpoint	BP	9/617	69/16655	0.000966236381605399	0.00658630748727224	0.00442241435151838	9	PSMB9/PSMB10/PSMB8/PSME2/TP53/PSME1/PSMA3/PML/RBM38
GO:1902402	signal transduction involved in mitotic DNA damage checkpoint	BP	9/617	69/16655	0.000966236381605399	0.00658630748727224	0.00442241435151838	9	PSMB9/PSMB10/PSMB8/PSME2/TP53/PSME1/PSMA3/PML/RBM38
GO:1902403	signal transduction involved in mitotic DNA integrity checkpoint	BP	9/617	69/16655	0.000966236381605399	0.00658630748727224	0.00442241435151838	9	PSMB9/PSMB10/PSMB8/PSME2/TP53/PSME1/PSMA3/PML/RBM38
GO:0043124	negative regulation of I-kappaB kinase/NF-kappaB signaling	BP	8/617	56/16655	0.00100189742344589	0.00679712456725181	0.00456396870224502	8	TNFAIP3/NFKBIA/TNIP1/OPTN/TNIP3/ZC3H12A/CYLD/NFKBIB
